,station_name,station_latitude,station_longitude,fsq_id,poi_name,poi_id,poi_category,poi_distance
2070,Science World,49.273691,-123.102232,594ece06bed48303eb8fa4c0,A&W Restaurant,13068,American Restaurant,152
2071,Science World,49.273691,-123.102232,4adb81d7f964a5205e2821e3,Triple O's,13031,Burger Joint,137
2072,Science World,49.273691,-123.102232,4e865d2877c824bad22bcf09,Lions Den Tailgate Site,13382,Snack Place,143
2073,Science World,49.273691,-123.102232,4b85758bf964a520545f31e3,Cappuccino Bar,13035,Coffee Shop,152
2074,Science World,49.273691,-123.102232,5011b604e4b07f20b22b0e70,Japadog Granville & Pender,13054,Food Truck,154
2075,Science World,49.273691,-123.102232,4aaac648f964a5205b5720e3,Subway,13039,Deli,197
2076,Science World,49.273691,-123.102232,4abeea4bf964a520889020e3,Ivanhoe Pub,13003,Bar,215
2077,Science World,49.273691,-123.102232,4b425a9af964a52035d225e3,McDonald's,13031,Burger Joint,234
2078,Science World,49.273691,-123.102232,5e5585f95540cc0007aa054f,Subway,13039,Deli,5400
2079,1st & Scotia,49.2685027,-123.0975014,50648a27e4b06a6416704ae0,Red Truck Beer,13029,Brewery,40
2080,1st & Scotia,49.2685027,-123.0975014,61cf7919e816b708fd4a6e61,Vancouver Soup Co,13032,"Cafes, Coffee, and Tea Houses",26
2081,1st & Scotia,49.2685027,-123.0975014,4e8df4ccbe7bc43c1895944d,Beta5 Chocolates,17062,Chocolate Store,191
2082,1st & Scotia,49.2685027,-123.0975014,4aa734e0f964a520454c20e3,Narrow Lounge,13016,Lounge,223
2083,1st & Scotia,49.2685027,-123.0975014,4bbe6dc74e7bd13a08fe9a7f,Kranky Cafe,13034,Café,221
2084,1st & Scotia,49.2685027,-123.0975014,4aa83a46f964a5203d5020e3,Cookies of Course,13035,Coffee Shop,156
2085,1st & Scotia,49.2685027,-123.0975014,624f7ff7009c5a1c6bd60034,Machete Mexican & Healthy Food,13306,Taco Restaurant,158
2086,1st & Scotia,49.2685027,-123.0975014,611f464853100a05481b581e,Chestnut Cake Gallery,13002,Bakery,186
2087,1st & Scotia,49.2685027,-123.0975014,604436624d99715e32623af8,Tacos Jorge,13306,Taco Restaurant,191
2088,1st & Scotia,49.2685027,-123.0975014,57c5dd33498ec330b9a97bf2,Crumb Sandwich Shop,13334,Sandwich Restaurant,213
2089,1st & Scotia,49.2685027,-123.0975014,5316aa2011d29c817d880067,Terminal Station Commissary,13054,Food Truck,222
2090,Georgia & Main,49.278529,-123.100017,58433dcee110955af05a854c,Dalina,13034,Café,30
2091,Georgia & Main,49.278529,-123.100017,530e9ea1498eee5076f049a3,Matchstick Coffee,13034,Café,52
2092,Georgia & Main,49.278529,-123.100017,4b85b032f964a520e86c31e3,Ba le,13334,Sandwich Restaurant,29
2093,Georgia & Main,49.278529,-123.100017,590cd4fd0a464d19ef9cf8f0,Straight Outta Brooklyn NYC Pizzeria,13064,Pizzeria,11
2094,Georgia & Main,49.278529,-123.100017,4ccbaf08c0378cfa0aed8048,London Pub,10000,Arts and Entertainment,20
2095,Georgia & Main,49.278529,-123.100017,4aa7f74ff964a520474e20e3,Brickhouse Late Nite Bistro & Bar,13010,Dive Bar,92
2096,Georgia & Main,49.278529,-123.100017,4b513a38f964a5200b4827e3,Bao Bei,13099,Chinese Restaurant,114
2097,Georgia & Main,49.278529,-123.100017,4f03b90cf9ab88b0c1b64c89,The Union,12082,Organization,111
2098,Georgia & Main,49.278529,-123.100017,4e99cefcf790b2a9190a854e,Treasure Green Tea Co,13035,Coffee Shop,106
2099,Georgia & Main,49.278529,-123.100017,54ce8759498ede96b0c2d9ad,The Ramen Butcher,13099,Chinese Restaurant,95
2100,Georgia & Main,49.278529,-123.100017,55d4d3c8498ea0961a75dda6,Fat Mao Noodles,13099,Chinese Restaurant,79
2101,Georgia & Main,49.278529,-123.100017,5d4dc30ce74b570008b0cfdf,Wheat & Barley,13035,Coffee Shop,50
2102,Georgia & Main,49.278529,-123.100017,4aa7fa85f964a520704e20e3,Phnom Penh,13072,Asian Restaurant,130
2103,Georgia & Main,49.278529,-123.100017,616f8af98fc46720384a4074,"Fiorino, Italian Street Food",13236,Italian Restaurant,58
2104,Georgia & Main,49.278529,-123.100017,5d466bd6da598900080b9df0,Buttermere Patisserie Cafe,13034,Café,58
2105,Georgia & Main,49.278529,-123.100017,579974d3498e5111b0131419,Juke,13055,Fried Chicken Joint,107
2106,Georgia & Main,49.278529,-123.100017,57d46e7e498eeae941cbef50,Virtuous Pie,13046,Ice Cream Parlor,127
2107,Georgia & Main,49.278529,-123.100017,56bf9ea3cd104a6dc01a6a78,The Tuck Shoppe,13003,Bar,136
2108,Georgia & Main,49.278529,-123.100017,4b77ba28f964a52064a82ee3,Keefer Bar,13009,Cocktail Bar,155
2109,Georgia & Main,49.278529,-123.100017,5eecc43ce0631d000726dd68,Bar Chickadee,13009,Cocktail Bar,76
2110,Georgia & Main,49.278529,-123.100017,5a19e0d13c858d332c664703,Tim Hortons,13032,"Cafes, Coffee, and Tea Houses",101
2111,Georgia & Main,49.278529,-123.100017,4ab2bd69f964a5201a6c20e3,Gain Wah Restaurant,13102,Cantonese Restaurant,121
2112,Georgia & Main,49.278529,-123.100017,4aac7e9af964a520235e20e3,Floata Seafood Restaurant 富大海鮮酒家,13106,Dim Sum Restaurant,107
2113,Georgia & Main,49.278529,-123.100017,539cbb1d498ec508591b54f2,Crackle Creme,13035,Coffee Shop,171
2114,Georgia & Main,49.278529,-123.100017,4d951fc661a3a1cd7a0c7d42,Ten Ren Tea & Ginseng Co  Ltd,13035,Coffee Shop,108
2115,Georgia & Main,49.278529,-123.100017,55960645498e4220d6c38c64,The Boxcar,10000,Arts and Entertainment,212
2116,Georgia & Main,49.278529,-123.100017,4e4c5b92d164e69742cb498b,Pizzeria Farina,13064,Pizzeria,210
2117,Georgia & Main,49.278529,-123.100017,4b200812f964a520602c24e3,Boss Bakery & Restaurant,13002,Bakery,149
2118,Georgia & Main,49.278529,-123.100017,5f9e060e31dae12ce077c981,Mila,13377,Vegan and Vegetarian Restaurant,116
2119,Georgia & Main,49.278529,-123.100017,63b7771bc51e477a82dbe3eb,The Darkside,13072,Asian Restaurant,124
2120,Georgia & Main,49.278529,-123.100017,5f0f54bfb36482425744d52a,Red Beef Noodle Kitchen,13315,Noodle Restaurant,128
2121,Georgia & Main,49.278529,-123.100017,54bbec40498e8e0eafdc56c7,Propaganda Coffee,13034,Café,219
2122,Georgia & Main,49.278529,-123.100017,4c2a8ba1b34ad13a8178e8ce,Kent's Kitchen,13099,Chinese Restaurant,132
2123,Georgia & Main,49.278529,-123.100017,6105d8131ab3b04ecc7dda85,Blnd Tger Dumplings,13137,Dumpling Restaurant,138
2124,Georgia & Main,49.278529,-123.100017,5dfbfde903fd76000772ca0e,Mello,13043,Donut Shop,232
2125,Georgia & Main,49.278529,-123.100017,4aa7d98cf964a520974d20e3,Fortune Sound Club,10032,Night Club,225
2126,Georgia & Main,49.278529,-123.100017,4abe7fb7f964a520078e20e3,New Town Bakery & Restaurant,13002,Bakery,227
2127,Georgia & Main,49.278529,-123.100017,58efe3dfe65d0c63da2a8999,Say Hey Cafe,13034,Café,226
2128,Georgia & Main,49.278529,-123.100017,5f87b24f1f068100aea08d45,Bar Gobo,13025,Wine Bar,150
2129,Georgia & Main,49.278529,-123.100017,4b7d84e9f964a520f9c32fe3,Sun Fresh Bakery House,13002,Bakery,169
2130,Georgia & Main,49.278529,-123.100017,5ade69d4b6b04b08b917d551,DD Mau Chinatown,13379,Vietnamese Restaurant,229
2131,Georgia & Main,49.278529,-123.100017,5b705d233af988002cb4a1b8,Hunnybee Bruncheonette,13035,Coffee Shop,223
2132,Georgia & Main,49.278529,-123.100017,5dd7447b04a868000711f20c,Say Hello Sweets,13046,Ice Cream Parlor,166
2133,Georgia & Main,49.278529,-123.100017,5ae4c0e32496230039dde1b0,Jang Mo Jib,13289,Korean Restaurant,176
2134,Georgia & Main,49.278529,-123.100017,5c9edc51088158002c42ee86,Wara Thai,13352,Thai Restaurant,179
2135,Georgia & Main,49.278529,-123.100017,4bdb45f83904a5931894499e,Maxim's Restaurant 美心餅店,13099,Chinese Restaurant,196
2136,Georgia & Main,49.278529,-123.100017,552e0990498eda869d5fdd47,Sai Woo,13016,Lounge,221
2137,Georgia & Main,49.278529,-123.100017,4d346feceefa8cfa60b74ab3,Hogan's Alley Cafe,13032,"Cafes, Coffee, and Tea Houses",230
2138,Georgia & Main,49.278529,-123.100017,5232a7428bbdeb25735b08df,The Emerald,13016,Lounge,226
2139,Georgia & Main,49.278529,-123.100017,5c8d7b45c8b2fb002c633eaf,Ca Phe Vietnamese Cafe,13034,Café,195
2140,Shaw Tower,49.288682,-123.11818,52831fbd11d2e6c28ac11bb9,Chewies Steam & Oyster Bar Co,13095,Cajun / Creole Restaurant,62
2141,Shaw Tower,49.288682,-123.11818,4d320c5498336dcb18401ff0,Cactus Club Cafe,13068,American Restaurant,94
2142,Shaw Tower,49.288682,-123.11818,615ca96d9acac96f35562343,Super Veloce,13034,Café,37
2143,Shaw Tower,49.288682,-123.11818,58ffe8bdf79faa67de305c87,Botanist,13065,Restaurant,126
2144,Shaw Tower,49.288682,-123.11818,54289b98498e4ff3ed08e64b,The Lobby Lounge and Raw Bar,10039,Music Venue,116
2145,Shaw Tower,49.288682,-123.11818,5205bfe411d2d4fd57c20095,Tap & Barrel,13003,Bar,142
2146,Shaw Tower,49.288682,-123.11818,4b859011f964a5209c6531e3,Giovane Cafe + Eatery + Market,13034,Café,126
2147,Shaw Tower,49.288682,-123.11818,576c9358cd10a371ffa40cfb,Kamei Royale Japanese Restaurant,13072,Asian Restaurant,132
2148,Shaw Tower,49.288682,-123.11818,50e74e10e4b01d00f05bfd09,JJ Bean Coffee Roasters,13035,Coffee Shop,168
2149,Shaw Tower,49.288682,-123.11818,4c23f9faf3859c74e2d66488,Bella Gelateria,13046,Ice Cream Parlor,172
2150,Shaw Tower,49.288682,-123.11818,4fb14574e4b0e047b2ebf605,Meat & Bread,13068,American Restaurant,186
2151,Shaw Tower,49.288682,-123.11818,4ad8e40af964a520b81521e3,Starbucks,13035,Coffee Shop,166
2152,Shaw Tower,49.288682,-123.11818,5baeb74073fe25002c5728d5,LOT185 Cafe + Wine Bar,13034,Café,99
2153,Shaw Tower,49.288682,-123.11818,4e0faac614956c628506b53b,Cabana Bar,13013,Hotel Bar,103
2154,Shaw Tower,49.288682,-123.11818,5fb75b9f2c31c3437f4412b5,Aidan's,13034,Café,105
2155,Shaw Tower,49.288682,-123.11818,4aa9d009f964a5205b5520e3,Showcase Restaurant & Bar,13016,Lounge,166
2156,Shaw Tower,49.288682,-123.11818,50172384e4b04002a22565ab,De Dutch Vancouver Convention Centre,13028,Breakfast Spot,182
2157,Shaw Tower,49.288682,-123.11818,4d486b0211618cfade6cd423,Koffie,13034,Café,198
2158,Shaw Tower,49.288682,-123.11818,61d3b6f12dc12e07b7d70784,Giovane Bacaro,13236,Italian Restaurant,120
2159,Shaw Tower,49.288682,-123.11818,639d4082209013574eec9715,Haxen Haus,13165,German Restaurant,125
2160,Shaw Tower,49.288682,-123.11818,59779047a2a6ce21c628c28f,Glory Juice,13000,Dining and Drinking,128
2161,Shaw Tower,49.288682,-123.11818,61d3c0893dcb7f7c223105ff,Giovane Bacaro,13236,Italian Restaurant,130
2162,Shaw Tower,49.288682,-123.11818,4edd5616c2ee3cd644d7bda8,Raw Canvas,13025,Wine Bar,136
2163,Shaw Tower,49.288682,-123.11818,59dcd857628c83352c971542,Vancouver Marriott Pinnacle Downtown Hotel Concierge Lounge,13013,Hotel Bar,175
2164,Shaw Tower,49.288682,-123.11818,4ab830b3f964a520867c20e3,Caffe Artigiano,13035,Coffee Shop,208
2165,Shaw Tower,49.288682,-123.11818,4b675688f964a520f0482be3,Fujiya Take Out,13276,Sushi Restaurant,200
2166,Shaw Tower,49.288682,-123.11818,554bcd6b498eb4e320b5cb11,Koffee,13035,Coffee Shop,161
2167,Shaw Tower,49.288682,-123.11818,51e00869498ec90dce99d5a3,Concierge Lounge Renaissance Hotel,13028,Breakfast Spot,164
2168,Shaw Tower,49.288682,-123.11818,4c059b685753c928d8bf39f1,P2B Bistro & Bar,13016,Lounge,180
2169,Shaw Tower,49.288682,-123.11818,5e4744e38fe461000780f69b,Brass Fish,13003,Bar,179
2170,Shaw Tower,49.288682,-123.11818,4f0f3003e4b0d2af73a23682,Subway,13039,Deli,229
2171,Shaw Tower,49.288682,-123.11818,4d3381f1b6093704902202e0,Subway,13039,Deli,253
2172,Shaw Tower,49.288682,-123.11818,605bd628f94b682496670e39,De Dutch Pannekoek House,13028,Breakfast Spot,206
2173,Shaw Tower,49.288682,-123.11818,4bbe603c006dc9b66e11fb3f,Quiznos,13065,Restaurant,209
2174,Shaw Tower,49.288682,-123.11818,60908ce29dfe325b4e3f1450,Captain's Oven Pizza,13064,Pizzeria,222
2175,Shaw Tower,49.288682,-123.11818,5baa64c84f0e58002c1a406d,Thai Express,13352,Thai Restaurant,241
2176,Shaw Tower,49.288682,-123.11818,53fe1bd1498e8b3759518bb7,O'Love Bistro Inc,13027,Bistro,230
2177,Shaw Tower,49.288682,-123.11818,4aebd820f964a520f8c421e3,"Take Five Cafe AXA Place, West Hastings",13034,Café,236
2178,Shaw Tower,49.288682,-123.11818,57211abe498e99608b942fc5,The Drop Coffee House,13034,Café,238
2179,Shaw Tower,49.288682,-123.11818,6396274d23172c2b1eb9299b,The Golden Horn,13356,Turkish Restaurant,242
2180,Shaw Tower,49.288682,-123.11818,4e2886eed22d848a14643563,Bellagio Cafe,13347,Tapas Restaurant,277
2181,Shaw Tower,49.288682,-123.11818,564284a1498e8336839b7a87,Tim Hortons,13032,"Cafes, Coffee, and Tea Houses",340
2182,Shaw Tower,49.288682,-123.11818,4b5f1cb6f964a520bca629e3,Nature's Fair,13049,Diner,301
2183,Shaw Tower,49.288682,-123.11818,4d572913143ca093d3c5c4fc,Coal Harbour Coffee Co,13034,Café,373
2184,York & Yew,49.271741,-123.155421,51e1f9bb498e7b1ebb05f623,Nook,13064,Pizzeria,59
2185,York & Yew,49.271741,-123.155421,4aa93bf4f964a520975220e3,Viva Fine Foods & Bakery Inc,13002,Bakery,45
2186,York & Yew,49.271741,-123.155421,5955d24b112c6c598f81f6f9,The Ellis,13003,Bar,10
2187,York & Yew,49.271741,-123.155421,4aaa62abf964a520cb5520e3,Yew York,13347,Tapas Restaurant,21
2188,York & Yew,49.271741,-123.155421,4ee03e186da1d9fae2f96d88,Chewie's Steam & Oyster Bar,13095,Cajun / Creole Restaurant,90
2189,York & Yew,49.271741,-123.155421,4b10463af964a520ce6c23e3,Local Public Eatery,13065,Restaurant,83
2190,York & Yew,49.271741,-123.155421,4aa920b0f964a520155220e3,Cafe Zen on Yew,13049,Diner,73
2191,York & Yew,49.271741,-123.155421,4aac17faf964a520335c20e3,Kibune Sushi Restaurant,13276,Sushi Restaurant,91
2192,York & Yew,49.271741,-123.155421,57b26a56cd104357811923e4,Lucky Taco,13003,Bar,84
2193,York & Yew,49.271741,-123.155421,4aa7e656f964a520ee4d20e3,Kits Sushi,13276,Sushi Restaurant,63
2194,York & Yew,49.271741,-123.155421,4aa92174f964a520195220e3,The Burrito Brothers Mexican Food,13068,American Restaurant,99
2195,York & Yew,49.271741,-123.155421,50c2589fe4b0489424ed0c46,The Kings Head Vancouver,13018,Pub,63
2196,York & Yew,49.271741,-123.155421,5e5580666e22c6000871cc94,Enroute Coffee,13034,Café,85
2197,York & Yew,49.271741,-123.155421,5b6e4399a4ba7c002c1a9c79,Thai Basil Restaurant,13352,Thai Restaurant,103
2198,Pine & 10th,49.262822,-123.14338,4c8af50675ba9c746e5b555c,Suika,13276,Sushi Restaurant,147
2199,Pine & 10th,49.262822,-123.14338,4ab7f4d8f964a520987b20e3,Hot Dog Stand,13058,Hot Dog Joint,112
2200,Pine & 10th,49.262822,-123.14338,54946888498ea3488d9e2636,Denny's,13068,American Restaurant,152
2201,Pine & 10th,49.262822,-123.14338,607cb6fb1447c10a6a8730e8,Sumire Sushi,13276,Sushi Restaurant,127
2202,Pine & 10th,49.262822,-123.14338,4aa80bc7f964a520f64e20e3,Earls Restaurant,13064,Pizzeria,183
2203,Pine & 10th,49.262822,-123.14338,619568213ea4bb222a28d7b2,Obanhmi,13379,Vietnamese Restaurant,130
2204,Pine & 10th,49.262822,-123.14338,56bd5bed498e9919a8f6c8b4,Storm Crow Alehouse,10000,Arts and Entertainment,164
2205,Pine & 10th,49.262822,-123.14338,57fc1787498ea280c2c3aa3e,Trees Organic Coffee,13034,Café,200
2206,Pine & 10th,49.262822,-123.14338,5488ce65498ec20cb7c81a56,Bar One,13003,Bar,159
2207,Pine & 10th,49.262822,-123.14338,4b9b0078f964a520c8ea35e3,Osaka Teppanyaki Steak & Seafood House,13263,Japanese Restaurant,161
2208,Pine & 10th,49.262822,-123.14338,4abe7d9ff964a520fb8d20e3,Papaya Hut Restaurant,13064,Pizzeria,231
2209,Pine & 10th,49.262822,-123.14338,4b421500f964a5206ecc25e3,Tim Hortons,13032,"Cafes, Coffee, and Tea Houses",217
2210,Pine & 10th,49.262822,-123.14338,4b4e30c3f964a520a9e426e3,Subway,13039,Deli,228
2211,Pine & 10th,49.262822,-123.14338,5b972c8c27cbd10025a0a531,Viet Flavour Restaurant,13379,Vietnamese Restaurant,228
2212,8th & Scotia,49.263635,-123.099236,5044114ce4b003e2b452ddee,La Petite Cuillere,13036,Tea Room,49
2213,8th & Scotia,49.263635,-123.099236,4aab07faf964a520a15820e3,Budgies Burritos,13145,Fast Food Restaurant,77
2214,8th & Scotia,49.263635,-123.099236,4acd77a2f964a52025cc20e3,Our Town Cafe,13035,Coffee Shop,80
2215,8th & Scotia,49.263635,-123.099236,4abedbd3f964a5204d9020e3,Hime Japanese Restaurant,13276,Sushi Restaurant,82
2216,8th & Scotia,49.263635,-123.099236,5387d0f4498e6050302efedd,Main Street Brewing Co,13029,Brewery,113
2217,8th & Scotia,49.263635,-123.099236,59eaa510ff0306350d76bf9e,The Black Lodge,13009,Cocktail Bar,91
2218,8th & Scotia,49.263635,-123.099236,4aa82a04f964a520be4f20e3,Gene Coffeebar,13035,Coffee Shop,113
2219,8th & Scotia,49.263635,-123.099236,5ed9c66ce8d8500007065a63,Whisk Matcha Cafe,13034,Café,57
2220,8th & Scotia,49.263635,-123.099236,4c0db123d64c0f47332e275d,Social,13314,New American Restaurant,62
2221,8th & Scotia,49.263635,-123.099236,4ac9482df964a52086bf20e3,Wallflower Modern Diner,13049,Diner,112
2222,8th & Scotia,49.263635,-123.099236,4aa6ad08f964a5209c4a20e3,Nirvana Restaurant,13199,Indian Restaurant,138
2223,8th & Scotia,49.263635,-123.099236,61eccf043030b3598c2b11ca,Pizza Pizza,13064,Pizzeria,80
2224,8th & Scotia,49.263635,-123.099236,55241e14498e92ebf3809f1b,Home on the Range Organics Ltd,17059,Butcher,92
2225,8th & Scotia,49.263635,-123.099236,4aa7e590f964a520ec4d20e3,Sushiyama,13276,Sushi Restaurant,170
2226,8th & Scotia,49.263635,-123.099236,531142f211d2358d5388bb3c,Fox Cabaret,10024,Movie Theater,166
2227,8th & Scotia,49.263635,-123.099236,4b05e5eff964a5205ee522e3,Starbucks,13035,Coffee Shop,107
2228,8th & Scotia,49.263635,-123.099236,60a043e212bf755814f90df1,Cin City Donuts,13043,Donut Shop,101
2229,8th & Scotia,49.263635,-123.099236,5a89002646e1b667d127e5c1,La Taqueria,13306,Taco Restaurant,180
2230,8th & Scotia,49.263635,-123.099236,4f6552e1e4b0fb96f6a71d85,Cafe d'Afrique,13067,African Restaurant,148
2231,8th & Scotia,49.263635,-123.099236,4aa6f149f964a520914b20e3,Bean Around the World,13034,Café,175
2232,8th & Scotia,49.263635,-123.099236,57859a88498ee75da193d5c7,Fable Diner,13049,Diner,191
2233,8th & Scotia,49.263635,-123.099236,5a6e38a71108ba38374eec43,AJ's Brooklyn Pizza Joint,13064,Pizzeria,110
2234,8th & Scotia,49.263635,-123.099236,5d1c117b7226a500236153be,Freshii,13332,Salad Restaurant,112
2235,8th & Scotia,49.263635,-123.099236,4bf04d2051f2c9b68d78f192,Chutney Villa South Indian Cuisine,13199,Indian Restaurant,200
2236,8th & Scotia,49.263635,-123.099236,5bfde046c36588002c5be83d,Como Taperia,13347,Tapas Restaurant,154
2237,8th & Scotia,49.263635,-123.099236,4aa7d352f964a520684d20e3,Caffe Barney,13065,Restaurant,175
2238,8th & Scotia,49.263635,-123.099236,4aa6f181f964a520934b20e3,The Cascade Room,10039,Music Venue,235
2239,8th & Scotia,49.263635,-123.099236,518960a9498ea7adf1441495,Thai Son Restaurant,13352,Thai Restaurant,201
2240,8th & Scotia,49.263635,-123.099236,5514a5f8498e19f8bfb3ae68,The Projection Room,10000,Arts and Entertainment,147
2241,8th & Scotia,49.263635,-123.099236,504a9d9fe4b0a294b9cee6eb,JJ's Trucketeria,13000,Dining and Drinking,236
2242,8th & Scotia,49.263635,-123.099236,5aa23c3c012358676d8b1aca,Tocador,13009,Cocktail Bar,234
2243,8th & Scotia,49.263635,-123.099236,61536b6dcb162d5582c9de61,Sushi Kaido,13276,Sushi Restaurant,159
2244,8th & Scotia,49.263635,-123.099236,50ad91c0e4b0be4ddd7e9ec1,Freshslice Pizza,13064,Pizzeria,160
2245,8th & Scotia,49.263635,-123.099236,5c70fe4f35f983002c4e68e1,Key Party,13009,Cocktail Bar,160
2246,8th & Scotia,49.263635,-123.099236,60de75a2176d4a524992d59c,Slim's BBQ,13026,BBQ Joint,171
2247,8th & Scotia,49.263635,-123.099236,5fdbb890cd8fb33752667c59,Thierry Mount Pleasant,13034,Café,172
2248,8th & Scotia,49.263635,-123.099236,5f2d918d3731e5073cb1d691,Melo Patisserie,13002,Bakery,175
2249,8th & Scotia,49.263635,-123.099236,5c6fc0c3446ea60037c21fd9,Billy Button Dessert Bar,13040,Dessert Shop,179
2250,8th & Scotia,49.263635,-123.099236,60ee8c0bd3f0ec7d6708d633,Tatta Chulha,13199,Indian Restaurant,200
2251,8th & Scotia,49.263635,-123.099236,4bcb6f5db6c49c743b389291,Italia Bella Bar & Grill Restaurant,13003,Bar,223
2252,8th & Scotia,49.263635,-123.099236,562d9634498e9070323fd473,Cafe Phuong Truc,13032,"Cafes, Coffee, and Tea Houses",228
2253,Alberni & Jervis,49.28763,-123.127245,617df7621bea062d56303895,Jang Mo Jib,13289,Korean Restaurant,44
2254,Alberni & Jervis,49.28763,-123.127245,5646ab13498e460c732920e8,Ramen Danbo - Robson,13272,Ramen Restaurant,131
2255,Alberni & Jervis,49.28763,-123.127245,50a6d03f29a6ae018b3f7fe0,Forage,13065,Restaurant,130
2256,Alberni & Jervis,49.28763,-123.127245,634c8936c9f4bf258ea9ea8f,Archer Dining,13338,Seafood Restaurant,54
2257,Alberni & Jervis,49.28763,-123.127245,4aa815a0f964a520344f20e3,Miko Sushi Japanese Restaurant,13276,Sushi Restaurant,133
2258,Alberni & Jervis,49.28763,-123.127245,4afb18aaf964a520221b22e3,A Taste of India Restaurant Inc,13199,Indian Restaurant,101
2259,Alberni & Jervis,49.28763,-123.127245,4b0e0237f964a520c95323e3,Ahwaz Hookah House,13012,Hookah Bar,79
2260,Alberni & Jervis,49.28763,-123.127245,548bb931498e031a7dad39a6,Tim Hortons,13032,"Cafes, Coffee, and Tea Houses",97
2261,Alberni & Jervis,49.28763,-123.127245,56611a1a498efeaff6226ba1,Timber,13057,Gastropub,128
2262,Alberni & Jervis,49.28763,-123.127245,5e6412aff9a51000089e6f7c,Turf,13035,Coffee Shop,68
2263,Alberni & Jervis,49.28763,-123.127245,4b6e41aaf964a5209ab42ce3,Coco Rico Cafe,13022,Sports Bar,103
2264,Alberni & Jervis,49.28763,-123.127245,4bd4fae529eb9c7406c492e1,Chongqing Chinese Restaurant,13099,Chinese Restaurant,136
2265,Alberni & Jervis,49.28763,-123.127245,5d659065ffbacb0008a01cf5,Miss Korea BBQ,13289,Korean Restaurant,82
2266,Alberni & Jervis,49.28763,-123.127245,4c2e95f9213c2d7f0c862f5d,JJ Bean Coffee Roasters,13034,Café,151
2267,Alberni & Jervis,49.28763,-123.127245,52f3eb5b498e301b738db83a,Stepho's Souvlaki Greek Taverna,13177,Greek Restaurant,152
2268,Alberni & Jervis,49.28763,-123.127245,4afa294cf964a5201e1722e3,Bubble World,13034,Café,126
2269,Alberni & Jervis,49.28763,-123.127245,5613530b498ea051161f8998,Cora Breakfast & Lunch,13065,Restaurant,172
2270,Alberni & Jervis,49.28763,-123.127245,58cc471c4e31c532f4cf9011,Meet Fresh,13047,Pastry Shop,135
2271,Alberni & Jervis,49.28763,-123.127245,4c2d6b124e132d7fc3819cdf,Bon Crepe,13040,Dessert Shop,133
2272,Alberni & Jervis,49.28763,-123.127245,4b5df4aaf964a520de7529e3,Subway,13039,Deli,136
2273,Alberni & Jervis,49.28763,-123.127245,5929eeabc21cb17f3424a0bf,Yui Japanese Bistro,13263,Japanese Restaurant,177
2274,Alberni & Jervis,49.28763,-123.127245,54112601498ef31d96803478,D'oro Gelato e Caffè,13046,Ice Cream Parlor,164
2275,Alberni & Jervis,49.28763,-123.127245,510b1603e4b0607cda141579,Breka Bakery & Cafe,13002,Bakery,197
2276,Alberni & Jervis,49.28763,-123.127245,5a527d939411f2779e45f2ba,Rice and Noodle,13352,Thai Restaurant,133
2277,Alberni & Jervis,49.28763,-123.127245,4ae3ba88f964a520809821e3,Dae Bak Bon Ga,13289,Korean Restaurant,132
2278,Alberni & Jervis,49.28763,-123.127245,4aa7fb50f964a5207b4e20e3,Earl's Restaurant,13068,American Restaurant,189
2279,Alberni & Jervis,49.28763,-123.127245,523f9e0e11d22f1cfd3c2e8d,Ole Wings & Tapas,13289,Korean Restaurant,123
2280,Alberni & Jervis,49.28763,-123.127245,5d8189ed153d7800081308bd,Umai Savoury Hot Dog,13058,Hot Dog Joint,124
2281,Alberni & Jervis,49.28763,-123.127245,57a2aa6d498e39ed4c1de8f7,Won Jung,13099,Chinese Restaurant,127
2282,Alberni & Jervis,49.28763,-123.127245,59ac511c037be17f2b9b4982,Joong Won,13289,Korean Restaurant,130
2283,Alberni & Jervis,49.28763,-123.127245,4fd115cae4b066efff5b5e97,Freshii,13145,Fast Food Restaurant,179
2284,Alberni & Jervis,49.28763,-123.127245,52eb023b11d2d36818b5e928,Momo Sushi,13276,Sushi Restaurant,138
2285,Alberni & Jervis,49.28763,-123.127245,4ac56bedf964a520fab120e3,Kirin Mandarin Restaurant,13099,Chinese Restaurant,191
2286,Alberni & Jervis,49.28763,-123.127245,627d3cdd7b019300c0b4931b,Little Cafe,13035,Coffee Shop,141
2287,Alberni & Jervis,49.28763,-123.127245,4ae53903f964a5208ba021e3,Blenz Coffee,13034,Café,167
2288,Alberni & Jervis,49.28763,-123.127245,54c736ed498e896848e9f86b,Abode Restaurant,13000,Dining and Drinking,149
2289,Alberni & Jervis,49.28763,-123.127245,53f8e5b6498e31b96a915e64,Damso,13289,Korean Restaurant,166
2290,Alberni & Jervis,49.28763,-123.127245,4ab3df1df964a520d86e20e3,Ebisu on Robson,13276,Sushi Restaurant,185
2291,Alberni & Jervis,49.28763,-123.127245,4b501e3ef964a520061d27e3,The Bunker at the Barclay,13003,Bar,155
2292,Alberni & Jervis,49.28763,-123.127245,4c88f79f97828cfad822a0aa,A&W Restaurant,13068,American Restaurant,227
2293,Alberni & Jervis,49.28763,-123.127245,53bf6aa3498e4815fa520196,Subway,13039,Deli,219
2294,Alberni & Jervis,49.28763,-123.127245,5cbe0bf5336273002b72ca4f,Kiku Sushi,13263,Japanese Restaurant,180
